"id";"pieza_ordenador";"precio";"pais_origen"
"  HX8SY   ";"Placa base, ASUS";"848,84 €";"Estados Unidos"
"   ADRGW ";"Procesador, Intel";"946,11 £";"Estados Unidos"
" RZP7G  ";"Procesador, Intel";"507,81 €";"Corea del Sur"
"   EBK1K   ";"Placa base, ASUS";"H796,53 TL";"Corea del Sur"
"  W99E8 ";"Tarjeta gráfica, NVIDIA";"910,18 £";"Corea del Sur"
"  SU66P ";"Tarjeta gráfica, NVIDIA";"962,22 €";"Tailandia"
"   RBJ56   ";"Placa base, ASUS";"A607,57 TL";"Corea del Sur"
" 27SSR ";"Procesador, Intel";"777,58 £";"Corea del Sur"
"  PAUX4   ";"Placa base, ASUS";"630,67 €";"Estados Unidos"
"  WFU07   ";"Disco duro, Seagate";"587,41 €";"China"
"  5Q9I3  ";"Tarjeta gráfica, NVIDIA";"832,61 TL";"Taiwán"
"  W7ZQ2 ";"Procesador, Intel";"77,52 €";"Estados Unidos"
" EYG5X   ";"Placa base, ASUS";"494,38 £";"China"
"  UVSAW ";"Disco duro, Seagate";"872,46 TL";"Corea del Sur"
"   5WGQ2 ";"Tarjeta gráfica, NVIDIA";"270,78 TL";"Estados Unidos"
"   O2NMF  ";"Procesador, Intel";"862,22 TL";"Estados Unidos"
" 3VFJO  ";"Tarjeta gráfica, NVIDIA";"946,12 TL";"Corea del Sur"
"   1K18T ";"Procesador, Intel";"329,55 £";"China"
"  REUHB   ";"Procesador, Intel";"a120,84 £";"Estados Unidos"
" UYF5Y ";"Placa base, ASUS";"936,88 TL";"Estados Unidos"
" U2I0O ";"Memoria RAM, Kingston";"384,52 £";"Corea del Sur"
" UEY46  ";"Placa base, ASUS";"654,74 €";"China"
"  KYEP6   ";"Disco duro, Seagate";"464,59 £";"China"
"  WWDY0 ";"Placa base, ASUS";"140,97 TL";"Corea del Sur"
"  B7CKB  ";"Placa base, ASUS";"435,67 £";"China"
" BJC53 ";"Tarjeta gráfica, NVIDIA";"789,61 TL";"China"
"  RXMXZ ";"Procesador, Intel";"707,99 £";"China"
" N8TYL   ";"Disco duro, Seagate";"A71,79 £";"Tailandia"
" 6FK13   ";"Memoria RAM, Kingston";"367,35 €";"China"
" XG7QC   ";"Placa base, ASUS";"969,25 €";"Estados Unidos"
"   CX2UJ  ";"Disco duro, Seagate";"370,21 €";"China"
"  V92WV  ";"Tarjeta gráfica, NVIDIA";"964,38 TL";"Corea del Sur"
"   ODUXI  ";"Memoria RAM, Kingston";"444,45 TL";"China"
"  8A1XK   ";"Memoria RAM, Kingston";"132,94 €";"Taiwán"
"  8GWHL   ";"Procesador, Intel";"326,14 TL";"China"
"  IZ9RL   ";"Tarjeta gráfica, NVIDIA";"395,58 €";"China"
"  7UGX7  ";"Memoria RAM, Kingston";"206,24 €";"Estados Unidos"
"  M4Q25 ";"Placa base, ASUS";"380,61 TL";"Tailandia"
" XARGT ";"Placa base, ASUS";"352,67 €";"Taiwán"
"  AJHRO ";"Procesador, Intel";"12,40 €";"China"
"  0CX9T   ";"Memoria RAM, Kingston";"842,13 TL";"Tailandia"
"   76U8S  ";"Tarjeta gráfica, NVIDIA";"547,66 €";"Tailandia"
" N9KND  ";"Memoria RAM, Kingston";"z998,42 £";"Estados Unidos"
" VL6QW   ";"Disco duro, Seagate";"572,53 €";"Estados Unidos"
" 2VI15   ";"Disco duro, Seagate";"506,15 TL";"Taiwán"
"   VSXA8  ";"Procesador, Intel";"992,63 £";"Estados Unidos"
"   HFOZR   ";"Tarjeta gráfica, NVIDIA";"d271,94 TL";"Estados Unidos"
" PTJNF ";"Placa base, ASUS";"959,58 £";"Taiwán"
"  EZ6LW   ";"Tarjeta gráfica, NVIDIA";"715,30 TL";"Corea del Sur"
" 2NA08  ";"Placa base, ASUS";"957,22 €";"Corea del Sur"
"   6UJK6  ";"Disco duro, Seagate";"389,45 €";"Taiwán"
" VAJYL  ";"Memoria RAM, Kingston";"289,43 £";"China"
"   8R6VW ";"Tarjeta gráfica, NVIDIA";"43,17 €";"Corea del Sur"
" 9R058 ";"Procesador, Intel";"652,46 €";"Estados Unidos"
"  LL1RM ";"Placa base, ASUS";"618,66 €";"Estados Unidos"
"   RXU9Z  ";"Disco duro, Seagate";"535,92 €";"Taiwán"
" 78T3Q  ";"Tarjeta gráfica, NVIDIA";"453,67 £";"Taiwán"
"   9WX2T   ";"Procesador, Intel";"885,25 TL";"Tailandia"
" 7F4GE   ";"Memoria RAM, Kingston";"588,18 €";"Taiwán"
" WNL26   ";"Tarjeta gráfica, NVIDIA";"821,68 TL";"Corea del Sur"
"   WIJSG ";"Disco duro, Seagate";"510,56 €";"China"
"  1033U   ";"Placa base, ASUS";"43,25 €";"Taiwán"
"  OTXD1 ";"Tarjeta gráfica, NVIDIA";"108,48 £";"Corea del Sur"
" UZUD3  ";"Procesador, Intel";"179,52 TL";"Corea del Sur"
"  XI66G ";"Placa base, ASUS";"761,48 TL";"Estados Unidos"
" E4PFM ";"Placa base, ASUS";"979,69 £";"Corea del Sur"
"   VZUI5  ";"Tarjeta gráfica, NVIDIA";"77,21 €";"Corea del Sur"
"   LFEM0  ";"Disco duro, Seagate";"987,73 €";"Corea del Sur"
"   T3PIN  ";"Placa base, ASUS";"519,26 €";"Corea del Sur"
" QHKSJ  ";"Memoria RAM, Kingston";"195,88 TL";"Estados Unidos"
" RY16P   ";"Placa base, ASUS";"123,27 €";"Corea del Sur"
"   JJDEV   ";"Tarjeta gráfica, NVIDIA";"571,11 €";"China"
" SLYQX  ";"Tarjeta gráfica, NVIDIA";"631,76 €";"Estados Unidos"
"  HNCLC ";"Disco duro, Seagate";"989,58 TL";"Corea del Sur"
" LNWV3 ";"Procesador, Intel";"j366,76 £";"Tailandia"
" 0KGYV ";"Tarjeta gráfica, NVIDIA";"539,16 £";"Estados Unidos"
"  AJ8BU   ";"Placa base, ASUS";"839,82 €";"Tailandia"
" TJ5CF ";"Memoria RAM, Kingston";"798,43 €";"China"
" LM1ET ";"Tarjeta gráfica, NVIDIA";"678,27 £";"Tailandia"
"   DGE2O   ";"Placa base, ASUS";"511,98 TL";"China"
"   DZ3PG ";"Procesador, Intel";"800,29 £";"China"
" YYF0C ";"Procesador, Intel";"127,90 TL";"Estados Unidos"
"   I63TN  ";"Placa base, ASUS";"93,20 €";"Tailandia"
"   5K0EH ";"Disco duro, Seagate";"626,39 TL";"China"
"  KJ0MX ";"Disco duro, Seagate";"g770,92 £";"Taiwán"
" GIBEL ";"Procesador, Intel";"368,67 €";"Estados Unidos"
"   35ZYF ";"Placa base, ASUS";"77,81 TL";"Taiwán"
"  0N5F2   ";"Disco duro, Seagate";"481,25 €";"Tailandia"
"  UBW1R ";"Placa base, ASUS";"874,93 £";"Corea del Sur"
"  SXI2A ";"Tarjeta gráfica, NVIDIA";"828,66 £";"Taiwán"
" DKWZ1   ";"Procesador, Intel";"260,25 €";"Estados Unidos"
" P35U7 ";"Memoria RAM, Kingston";"117,97 TL";"Corea del Sur"
"  ZZ112   ";"Memoria RAM, Kingston";"556,36 TL";"Taiwán"
"  03MYI   ";"Memoria RAM, Kingston";"263,41 £";"Tailandia"
"  ZKL9S ";"Memoria RAM, Kingston";"700,28 €";"Corea del Sur"
"   LG9S9 ";"Disco duro, Seagate";"601,90 €";"Taiwán"
"  CMNLI   ";"Disco duro, Seagate";"390,23 TL";"Taiwán"
"  CUU5T   ";"Memoria RAM, Kingston";"999,40 £";"Taiwán"
"  JYBST ";"Placa base, ASUS";"358,27 £";"Taiwán"
"  K67S3 ";"Memoria RAM, Kingston";"822,10 TL";"Corea del Sur"
" BPLC0 ";"Procesador, Intel";"481,49 €";"Tailandia"
" 1YEY1   ";"Placa base, ASUS";"677,34 €";"Corea del Sur"
" SFGH1  ";"Placa base, ASUS";"987,56 TL";"Estados Unidos"
"   R4PRB  ";"Memoria RAM, Kingston";"141,74 €";"Tailandia"
"  Z62SR ";"Disco duro, Seagate";"282,56 TL";"China"
"  L60O4 ";"Procesador, Intel";"419,70 £";"China"
"   20C39  ";"Disco duro, Seagate";"245,67 TL";"China"
"   8TRSD  ";"Memoria RAM, Kingston";"618,84 €";"Estados Unidos"
" 56NDR ";"Procesador, Intel";"429,34 €";"China"
"   XC56U   ";"Tarjeta gráfica, NVIDIA";"548,48 TL";"Estados Unidos"
"  LX6QY   ";"Procesador, Intel";"44,21 €";"Corea del Sur"
" O50V5   ";"Disco duro, Seagate";"718,76 €";"Corea del Sur"
" SEAVE   ";"Disco duro, Seagate";"113,31 TL";"Estados Unidos"
"  DL4AS   ";"Disco duro, Seagate";"485,26 €";"Corea del Sur"
" B04U2  ";"Tarjeta gráfica, NVIDIA";"382,37 €";"Tailandia"
"   N848K ";"Procesador, Intel";"148,74 €";"Taiwán"
"   3ONFS ";"Memoria RAM, Kingston";"940,65 €";"China"
"   7KGZI   ";"Placa base, ASUS";"754,79 €";"Tailandia"
" YLYYN  ";"Placa base, ASUS";"671,27 £";"Corea del Sur"
" VJARI   ";"Disco duro, Seagate";"231,31 £";"Taiwán"
"  Q11IA  ";"Disco duro, Seagate";"929,11 €";"Estados Unidos"
"   D1GAS ";"Disco duro, Seagate";"984,80 TL";"China"
" QO2XB ";"Procesador, Intel";"890,52 £";"Corea del Sur"
" 32IVQ ";"Disco duro, Seagate";"L648,62 TL";"China"
" VIT6T  ";"Disco duro, Seagate";"892,80 €";"Estados Unidos"
"  KKS23   ";"Memoria RAM, Kingston";"280,58 €";"Corea del Sur"
" UPMT7  ";"Tarjeta gráfica, NVIDIA";"216,77 £";"Estados Unidos"
" 4TO9N   ";"Tarjeta gráfica, NVIDIA";"533,56 £";"Estados Unidos"
" X6HG8   ";"Memoria RAM, Kingston";"891,80 £";"Taiwán"
" HN1VW  ";"Memoria RAM, Kingston";"520,46 £";"Tailandia"
"   AVN23 ";"Procesador, Intel";"233,95 £";"Estados Unidos"
"  MYJZV   ";"Memoria RAM, Kingston";"998,39 £";"Taiwán"
"  EHYFH ";"Procesador, Intel";"450,39 £";"Corea del Sur"
"   6JWZT  ";"Memoria RAM, Kingston";"57,86 £";"Taiwán"
" KPUP1 ";"Disco duro, Seagate";"202,70 TL";"Tailandia"
" KP43E   ";"Memoria RAM, Kingston";"540,54 £";"Tailandia"
" NDOF8  ";"Tarjeta gráfica, NVIDIA";"236,45 £";"Corea del Sur"
"  76UZS   ";"Disco duro, Seagate";"199,13 £";"Corea del Sur"
"   U6YNG ";"Procesador, Intel";"137,95 £";"Estados Unidos"
"  8SDVJ   ";"Tarjeta gráfica, NVIDIA";"50,63 €";"Taiwán"
"   9H4Z8 ";"Procesador, Intel";"118,88 TL";"Taiwán"
"  IONA8 ";"Memoria RAM, Kingston";"U434,64 €";"China"
"  D4LV7 ";"Disco duro, Seagate";"743,30 TL";"Estados Unidos"
"   QTEGW  ";"Procesador, Intel";"d819,81 TL";"Estados Unidos"
"  PE7QP   ";"Procesador, Intel";"718,94 £";"Taiwán"
" YEK5R  ";"Tarjeta gráfica, NVIDIA";"891,16 TL";"Taiwán"
" VN73I   ";"Placa base, ASUS";"141,63 €";"China"
" UX5H0 ";"Disco duro, Seagate";"876,72 TL";"China"
"   XH5B7 ";"Placa base, ASUS";"139,30 £";"Corea del Sur"
" MFGPX  ";"Placa base, ASUS";"351,52 €";"Taiwán"
" 244OO   ";"Memoria RAM, Kingston";"761,83 £";"China"
"   3UN8R ";"Procesador, Intel";"537,81 TL";"Corea del Sur"
"   2FNUS ";"Placa base, ASUS";"888,28 €";"Taiwán"
"   K87SF ";"Placa base, ASUS";"428,48 TL";"China"
" W6VNY   ";"Memoria RAM, Kingston";"995,86 TL";"Estados Unidos"
"   RDA4X  ";"Memoria RAM, Kingston";"889,62 TL";"China"
"   I2DU8  ";"Disco duro, Seagate";"337,73 £";"China"
"   RUJ7C ";"Memoria RAM, Kingston";"246,51 £";"Corea del Sur"
"   EXRZD   ";"Placa base, ASUS";"895,49 €";"Estados Unidos"
" CI85K ";"Tarjeta gráfica, NVIDIA";"711,64 €";"Tailandia"
" GYAQ9  ";"Memoria RAM, Kingston";"617,90 TL";"Corea del Sur"
"  CJKNW   ";"Procesador, Intel";"359,97 €";"Corea del Sur"
"   9J5ML   ";"Placa base, ASUS";"562,95 £";"China"
"  SWD9J  ";"Memoria RAM, Kingston";"448,29 £";"Tailandia"
"  KZHNT  ";"Placa base, ASUS";"937,78 £";"Corea del Sur"
" TP6GM ";"Disco duro, Seagate";"869,16 €";"China"
"  YDRW5 ";"Placa base, ASUS";"390,18 TL";"Tailandia"
"   45ZGP   ";"Procesador, Intel";"553,29 £";"Tailandia"
" 113Y1 ";"Placa base, ASUS";"564,86 £";"Corea del Sur"
"   QJ0NA  ";"Tarjeta gráfica, NVIDIA";"784,46 €";"Estados Unidos"
"  74L0Y ";"Procesador, Intel";"318,78 €";"China"
"   8UY25  ";"Tarjeta gráfica, NVIDIA";"861,19 TL";"China"
"   BYXLR  ";"Disco duro, Seagate";"342,88 €";"Tailandia"
"  8RU3G   ";"Placa base, ASUS";"926,61 €";"Estados Unidos"
" O4C8F  ";"Placa base, ASUS";"442,28 £";"China"
"  MZ9MG   ";"Tarjeta gráfica, NVIDIA";"590,26 TL";"Tailandia"
"   63G6M  ";"Tarjeta gráfica, NVIDIA";"474,48 £";"Corea del Sur"
"  MAZE2 ";"Tarjeta gráfica, NVIDIA";"162,89 TL";"Corea del Sur"
"  LLJ05  ";"Disco duro, Seagate";"821,69 £";"Taiwán"
"  KWYKJ   ";"Memoria RAM, Kingston";"n125,17 TL";"Corea del Sur"
"   TF0HO  ";"Procesador, Intel";"Z10,97 €";"China"
"   WRAME ";"Disco duro, Seagate";"460,83 TL";"Tailandia"
"   MRY4R   ";"Placa base, ASUS";"644,29 TL";"Tailandia"
"  FKBF4   ";"Tarjeta gráfica, NVIDIA";"608,32 TL";"Tailandia"
"  VBKJ5 ";"Procesador, Intel";"920,92 TL";"Taiwán"
"  PPA2U   ";"Disco duro, Seagate";"396,87 TL";"Estados Unidos"
" 8G6MR ";"Memoria RAM, Kingston";"776,32 €";"Tailandia"
" RM5M4 ";"Disco duro, Seagate";"242,36 £";"Tailandia"
"   D2MFD   ";"Procesador, Intel";"D350,43 TL";"Estados Unidos"
"  72WIE   ";"Tarjeta gráfica, NVIDIA";"719,83 TL";"Corea del Sur"
"  L4MGO ";"Tarjeta gráfica, NVIDIA";"453,70 €";"China"
"  VL1TZ ";"Memoria RAM, Kingston";"173,18 TL";"Estados Unidos"
"  AY7EW ";"Procesador, Intel";"696,80 €";"Taiwán"
"  LSMAX ";"Disco duro, Seagate";"463,95 €";"China"
" KBREB  ";"Disco duro, Seagate";"551,53 £";"Taiwán"
"   F7JX1   ";"Tarjeta gráfica, NVIDIA";"d610,35 TL";"Estados Unidos"
"   B1OPI  ";"Memoria RAM, Kingston";"549,16 TL";"China"
"   W1SID  ";"Disco duro, Seagate";"536,85 TL";"Estados Unidos"
"  F8AWS  ";"Procesador, Intel";"590,86 TL";"China"
"   EC0WK   ";"Memoria RAM, Kingston";"540,79 TL";"Corea del Sur"
"   PVYOR ";"Tarjeta gráfica, NVIDIA";"639,85 TL";"China"
"   PABQX   ";"Procesador, Intel";"301,58 £";"Tailandia"
" Z0X7V   ";"Tarjeta gráfica, NVIDIA";"808,73 £";"Estados Unidos"
" IU42V   ";"Procesador, Intel";"937,55 TL";"Taiwán"
"  62VCY  ";"Tarjeta gráfica, NVIDIA";"f58,48 €";"China"
"   C8ORK   ";"Placa base, ASUS";"699,61 TL";"China"
"  HGULC  ";"Memoria RAM, Kingston";"985,25 €";"China"
"   ONATE ";"Memoria RAM, Kingston";"266,15 €";"Corea del Sur"
"  0JIOX ";"Disco duro, Seagate";"307,13 €";"Estados Unidos"
" 29UKP   ";"Placa base, ASUS";"741,15 TL";"China"
"   LYU1Y  ";"Procesador, Intel";"647,14 £";"China"
"   1E1ZE  ";"Tarjeta gráfica, NVIDIA";"453,28 TL";"China"
" R6VU4  ";"Placa base, ASUS";"757,88 TL";"China"
" SI6FE ";"Memoria RAM, Kingston";"621,48 TL";"Estados Unidos"
"  96JRF  ";"Procesador, Intel";"322,82 €";"China"
" LC2EM   ";"Procesador, Intel";"26,13 £";"Corea del Sur"
" EJQ14  ";"Disco duro, Seagate";"109,69 £";"Estados Unidos"
"   4I38R  ";"Memoria RAM, Kingston";"79,40 TL";"Estados Unidos"
"   WJ4QF   ";"Memoria RAM, Kingston";"917,24 €";"Tailandia"
"  2WI8R  ";"Tarjeta gráfica, NVIDIA";"479,52 €";"Tailandia"
"   83IEL ";"Tarjeta gráfica, NVIDIA";"677,63 €";"Corea del Sur"
"   XKI2K   ";"Memoria RAM, Kingston";"285,72 £";"Taiwán"
"  GOICG ";"Tarjeta gráfica, NVIDIA";"777,39 €";"Tailandia"
"   OKNVP ";"Procesador, Intel";"481,44 £";"Tailandia"
"   3QER6 ";"Tarjeta gráfica, NVIDIA";"931,46 £";"Corea del Sur"
" UDYEI   ";"Memoria RAM, Kingston";"L775,56 £";"China"
" DYP4B   ";"Disco duro, Seagate";"391,25 TL";"Tailandia"
"  ARGVP   ";"Memoria RAM, Kingston";"810,72 £";"China"
"   XOFDR ";"Tarjeta gráfica, NVIDIA";"583,69 £";"Tailandia"
"  ZOQI7   ";"Procesador, Intel";"754,68 TL";"Corea del Sur"
"  EV8QZ ";"Memoria RAM, Kingston";"461,19 €";"Estados Unidos"
"  I4XAJ ";"Memoria RAM, Kingston";"140,10 €";"Taiwán"
"  X70O7  ";"Memoria RAM, Kingston";"682,22 €";"Tailandia"
"   33NRT ";"Tarjeta gráfica, NVIDIA";"669,77 £";"Taiwán"
"  7B330  ";"Placa base, ASUS";"924,94 £";"China"
" FZLTQ   ";"Tarjeta gráfica, NVIDIA";"450,95 €";"China"
"  M5MZ6 ";"Disco duro, Seagate";"287,42 £";"Taiwán"
"   ZN3GR ";"Tarjeta gráfica, NVIDIA";"964,19 €";"Taiwán"
" LZCQA  ";"Placa base, ASUS";"298,43 €";"Estados Unidos"
"  6Z8QT ";"Disco duro, Seagate";"745,33 £";"Estados Unidos"
"   4R5PF  ";"Procesador, Intel";"408,29 €";"Tailandia"
" BY7K0  ";"Placa base, ASUS";"V1000,46 €";"Tailandia"
"   RIW3Y ";"Disco duro, Seagate";"518,70 TL";"Corea del Sur"
"  GPVPN   ";"Disco duro, Seagate";"145,10 £";"Taiwán"
"   BOXQH ";"Placa base, ASUS";"138,30 £";"Taiwán"
" IRF1I  ";"Tarjeta gráfica, NVIDIA";"509,75 £";"China"
"  3YTTE   ";"Tarjeta gráfica, NVIDIA";"488,19 €";"China"
"   KW6MB   ";"Procesador, Intel";"W351,40 £";"Corea del Sur"
" TV2WZ  ";"Procesador, Intel";"425,45 £";"China"
" EE5EJ ";"Placa base, ASUS";"110,35 €";"Corea del Sur"
"  EYMTF ";"Placa base, ASUS";"157,94 €";"Estados Unidos"
"  UTOUP  ";"Procesador, Intel";"520,52 €";"China"
" 2Y3YR  ";"Disco duro, Seagate";"701,48 TL";"China"
"  1ZJUR  ";"Tarjeta gráfica, NVIDIA";"880,59 £";"Taiwán"
"  I4SQG  ";"Memoria RAM, Kingston";"667,90 €";"Estados Unidos"
"   KNFQW ";"Disco duro, Seagate";"773,72 TL";"Corea del Sur"
"   C7U3T  ";"Procesador, Intel";"538,22 TL";"China"
"   29LCI ";"Tarjeta gráfica, NVIDIA";"296,85 TL";"Taiwán"
"   6C32O ";"Memoria RAM, Kingston";"883,68 TL";"Estados Unidos"
" ZDWZO  ";"Placa base, ASUS";"721,14 TL";"Estados Unidos"
" VGPVZ ";"Procesador, Intel";"494,54 TL";"Estados Unidos"
"   B2BH9 ";"Procesador, Intel";"340,74 TL";"Estados Unidos"
"   GQ1W3   ";"Disco duro, Seagate";"317,48 £";"Tailandia"
" ZZYC5 ";"Procesador, Intel";"418,72 €";"Corea del Sur"
"  6DWSV   ";"Memoria RAM, Kingston";"262,30 £";"Estados Unidos"
"   LRPV0 ";"Procesador, Intel";"186,35 TL";"Taiwán"
"  PAO8J   ";"Memoria RAM, Kingston";"90,85 TL";"Corea del Sur"
"  3IXP6 ";"Placa base, ASUS";"162,33 €";"China"
"   UQV0B  ";"Tarjeta gráfica, NVIDIA";"77,50 €";"Corea del Sur"
"   YB4R1   ";"Placa base, ASUS";"s673,30 TL";"China"
"  Z1RU1 ";"Disco duro, Seagate";"124,46 £";"Tailandia"
" OYTRG  ";"Procesador, Intel";"912,29 €";"Taiwán"
" 7UID0 ";"Placa base, ASUS";"946,21 €";"China"
"   6UWFK ";"Tarjeta gráfica, NVIDIA";"271,79 £";"Estados Unidos"
"  KNOIT   ";"Disco duro, Seagate";"773,80 TL";"Taiwán"
"   HN6MU ";"Placa base, ASUS";"184,75 €";"Taiwán"
" 5D9NW   ";"Memoria RAM, Kingston";"113,84 £";"Taiwán"
" FFJGT   ";"Placa base, ASUS";"617,49 TL";"Taiwán"
" HBOVN   ";"Procesador, Intel";"719,61 €";"Corea del Sur"
"  RWFUB  ";"Procesador, Intel";"180,34 TL";"Taiwán"
" ZMUB6 ";"Placa base, ASUS";"913,80 TL";"Corea del Sur"
"   O9EZA  ";"Placa base, ASUS";"860,26 TL";"Estados Unidos"
"   BDWQZ  ";"Disco duro, Seagate";"898,99 TL";"Tailandia"
"  K3SIH ";"Tarjeta gráfica, NVIDIA";"638,18 TL";"Taiwán"
"  M2I5E ";"Disco duro, Seagate";"36,33 TL";"Tailandia"
"  8KF1P  ";"Tarjeta gráfica, NVIDIA";"H372,51 £";"Taiwán"
"  4IUIV  ";"Placa base, ASUS";"s209,10 £";"Taiwán"
"  G2TNP  ";"Procesador, Intel";"436,59 TL";"Corea del Sur"
"  I0YYC  ";"Disco duro, Seagate";"111,82 €";"Taiwán"
"  JRGV2  ";"Tarjeta gráfica, NVIDIA";"46,96 TL";"Tailandia"
"   ADWSM ";"Tarjeta gráfica, NVIDIA";"503,83 €";"Corea del Sur"
"  7CCIA  ";"Disco duro, Seagate";"d18,95 €";"China"
" YLTR2  ";"Tarjeta gráfica, NVIDIA";"50,80 TL";"Estados Unidos"
"   T1Q86 ";"Placa base, ASUS";"389,26 TL";"Corea del Sur"
"   RSAPQ  ";"Procesador, Intel";"583,96 £";"Corea del Sur"
"   TZJCR   ";"Tarjeta gráfica, NVIDIA";"d968,50 £";"China"
" RUKX9   ";"Tarjeta gráfica, NVIDIA";"315,34 €";"Tailandia"
"  4I7E4   ";"Placa base, ASUS";"231,77 £";"Tailandia"
"  QV2C4 ";"Placa base, ASUS";"830,96 £";"Corea del Sur"
" GE41T   ";"Disco duro, Seagate";"833,62 €";"Taiwán"
"  HILVV   ";"Memoria RAM, Kingston";"339,18 TL";"Tailandia"
" 9DHO9 ";"Placa base, ASUS";"157,92 €";"China"
"  66WK1 ";"Placa base, ASUS";"984,26 TL";"Corea del Sur"
"  AJKW5   ";"Disco duro, Seagate";"537,37 £";"China"
" 8PLK3 ";"Procesador, Intel";"401,79 £";"Corea del Sur"
" CP1RE  ";"Procesador, Intel";"796,75 TL";"Tailandia"
"  4IWJV  ";"Tarjeta gráfica, NVIDIA";"465,42 €";"Estados Unidos"
" A9Z6W ";"Tarjeta gráfica, NVIDIA";"379,73 €";"Corea del Sur"
"  PYSH7  ";"Procesador, Intel";"32,71 €";"Tailandia"
" RC1OT   ";"Tarjeta gráfica, NVIDIA";"477,65 £";"Estados Unidos"
" NED3T ";"Procesador, Intel";"599,78 £";"Taiwán"
"  YJYIS ";"Disco duro, Seagate";"727,22 TL";"Corea del Sur"
" 5GXV3 ";"Tarjeta gráfica, NVIDIA";"299,16 €";"China"
"   FBC1T   ";"Procesador, Intel";"532,75 TL";"Taiwán"
"  2BSS9 ";"Procesador, Intel";"B877,67 £";"China"
"   RT3CA   ";"Tarjeta gráfica, NVIDIA";"629,84 €";"Estados Unidos"
"  78PP7  ";"Placa base, ASUS";"654,77 TL";"China"
" SCTDE ";"Disco duro, Seagate";"O548,57 €";"Corea del Sur"
"   TKZBX   ";"Placa base, ASUS";"l49,84 £";"Taiwán"
"  7R92E   ";"Procesador, Intel";"88,46 €";"Taiwán"
" 3W2S5  ";"Procesador, Intel";"31,94 £";"Estados Unidos"
" FEBKB   ";"Tarjeta gráfica, NVIDIA";"924,76 £";"Estados Unidos"
" QNNYW ";"Placa base, ASUS";"638,55 £";"Corea del Sur"
"  6EEZ4  ";"Tarjeta gráfica, NVIDIA";"632,53 £";"Estados Unidos"
"   16H6T  ";"Procesador, Intel";"297,18 TL";"Taiwán"
"   O9Y88   ";"Procesador, Intel";"84,86 TL";"China"
" QBPA7 ";"Placa base, ASUS";"452,18 €";"Taiwán"
"  5E91H  ";"Tarjeta gráfica, NVIDIA";"379,28 €";"China"
"  9CB8A ";"Disco duro, Seagate";"132,15 €";"Taiwán"
"   Y9BG9 ";"Procesador, Intel";"34,48 TL";"Estados Unidos"
"  IWT4T ";"Tarjeta gráfica, NVIDIA";"269,63 TL";"Tailandia"
"   I6RBB ";"Disco duro, Seagate";"991,68 €";"Estados Unidos"
"  SIQ92  ";"Tarjeta gráfica, NVIDIA";"807,19 €";"Taiwán"
" TEZWL   ";"Tarjeta gráfica, NVIDIA";"379,52 TL";"China"
" D9FK1 ";"Procesador, Intel";"B907,30 €";"Tailandia"
"  WEDI3  ";"Tarjeta gráfica, NVIDIA";"467,33 TL";"Estados Unidos"
"   JJ975  ";"Tarjeta gráfica, NVIDIA";"251,74 TL";"China"
"   MVGRE   ";"Memoria RAM, Kingston";"208,25 €";"Corea del Sur"
" CMRGB  ";"Tarjeta gráfica, NVIDIA";"917,99 TL";"Corea del Sur"
"   95OOU  ";"Procesador, Intel";"395,50 €";"Tailandia"
" KPUEX ";"Memoria RAM, Kingston";"675,94 €";"China"
"   ZPDMY ";"Placa base, ASUS";"23,44 TL";"Estados Unidos"
" 003KM  ";"Placa base, ASUS";"f534,18 £";"Corea del Sur"
"  XR2R8   ";"Placa base, ASUS";"452,16 €";"China"
" LCVM7   ";"Procesador, Intel";"696,88 £";"Estados Unidos"
" 3M0KI   ";"Placa base, ASUS";"866,54 TL";"Estados Unidos"
"  CHN7K   ";"Memoria RAM, Kingston";"723,53 £";"Tailandia"
"  P4UG9 ";"Disco duro, Seagate";"q407,79 €";"China"
" QM48L ";"Disco duro, Seagate";"982,35 £";"China"
"   7XN02 ";"Procesador, Intel";"592,54 TL";"Taiwán"
"   HP4QX ";"Tarjeta gráfica, NVIDIA";"565,71 €";"Estados Unidos"
" U3YO8  ";"Placa base, ASUS";"576,32 €";"Tailandia"
"   KPQU8   ";"Placa base, ASUS";"100,76 £";"Corea del Sur"
" WWKFG  ";"Tarjeta gráfica, NVIDIA";"893,42 €";"Estados Unidos"
" 6HIT8   ";"Tarjeta gráfica, NVIDIA";"772,72 TL";"China"
"  QEEJ6  ";"Disco duro, Seagate";"986,88 €";"Tailandia"
"  E0LKG ";"Placa base, ASUS";"297,48 £";"Taiwán"
"  F6ARE ";"Placa base, ASUS";"337,79 £";"Estados Unidos"
" 5I0RI  ";"Disco duro, Seagate";"g796,32 £";"Estados Unidos"
"  67PIA  ";"Placa base, ASUS";"698,80 TL";"Tailandia"
"   52J7D  ";"Placa base, ASUS";"911,88 €";"Taiwán"
"  4ACIC ";"Tarjeta gráfica, NVIDIA";"359,93 €";"China"
"  ZV1C6 ";"Disco duro, Seagate";"112,53 €";"Tailandia"
"   V0T74  ";"Tarjeta gráfica, NVIDIA";"536,86 €";"Corea del Sur"
" 0T72D  ";"Placa base, ASUS";"683,46 TL";"Tailandia"
"   XUZ4R  ";"Tarjeta gráfica, NVIDIA";"398,64 €";"Taiwán"
"   UKNF0 ";"Disco duro, Seagate";"t364,63 €";"Taiwán"
